Item,Item_Coefficient,Item_Appraisal
discontinued_operations,-0.1202,-0.144
fixed_asset_depreciation,4.3452,5.191
income_taxes,2.5994,3.105
intangibles_amortized,4.2820,5.115
interest_expense_before_tax,4.4850,5.358
minority_interest,2.8706,3.429
net_items,3.9539,4.723
non_operating_in_x_ot,4.4195,5.279
projected_delta_recurring_earnings_to_price,9.0114,10.765
sales_cost,4.5500,5.435
sales_net,4.5697,5.459
sga_expense,4.3558,5.203
